Customer Behavior,Market Trends,Seasonal Fluctuations,Product Availability,Customer Demographics,Website Traffic,Engagement Rate,Discount Rate,Advertising Spend,Social Media Engagement,Returning Customers Rate,New Customers Count,Product Categories,Average Order Value,Shipping Speed,Customer Satisfaction Score,Economic Indicator,Sales Forecast
51.9692339,1.2,High,82,18-25,211,0.087151086,0.082416624,1409.897342,752,0.502160632,43,Beauty,151.6746866,3.199450681,1,0.9,69
43.32583396,1,Low,47,18-25,216,0.041286798,0.335682815,1183.157814,312,0.282823498,91,Fashion,92.82013785,3.858216073,3,0.9,207
37.08296628,1,High,81,26-35,184,0.037940455,0.239601722,984.9613835,103,0.115450545,70,Home,117.5310865,2.476695841,5,1,478
38.28461283,0.8,High,48,26-35,196,0.098105611,0.167446128,1428.641298,795,0.521471897,13,Beauty,174.99529,3.840377875,3,1,423
38.09178856,0.8,Medium,91,36-45,211,0.087779876,0.138205955,1407.77845,792,0.141298149,11,Home,146.8744,3.238432404,2,0.9,102
40.55259125,1,High,26,26-35,192,0.062482569,0.217046336,704.4480504,815,0.440230237,56,Fashion,191.368519,4.34173511,4,0.9,353
61.08287445,1,Low,59,60+,223,0.072230817,0.4161139,625.3367514,791,0.652849317,60,Home,85.40784058,2.95646756,3,1,372
36.43657385,1.2,Medium,39,18-25,183,0.02129931,0.190783445,796.7427446,313,0.659855452,34,Fashion,197.9459656,2.785036631,3,1,334
41.21088241,0.8,Medium,33,46-60,199,0.020858957,0.137448726,1457.790058,813,0.177964651,33,Sports,169.7410462,3.142292469,5,0.9,109
57.5217936,0.8,High,10,60+,181,0.079666124,0.213521644,329.8328122,723,0.400682644,13,Beauty,129.3843405,4.549364544,3,1,183
37.32365643,1,Medium,64,36-45,201,0.072100769,0.06032119,851.4609995,971,0.620573196,13,Fashion,148.5392059,2.788139677,4,1,296
47.98979863,0.8,Medium,55,26-35,183,0.012406452,0.280950901,885.605293,264,0.49563273,30,Sports,175.485148,2.974971326,5,0.9,83
52.89431741,1,Medium,24,46-60,182,0.06246102,0.198686079,945.8457215,784,0.562846275,29,Sports,136.0601482,1.630339077,1,0.9,357
58.39896147,1,Medium,83,60+,187,0.092356001,0.199490148,958.5745164,370,0.449939658,55,Fashion,138.0937489,2.706749767,2,1.1,287
43.61334787,1.2,Medium,43,60+,222,0.043665683,0.482518426,1224.589293,839,0.288841789,82,Sports,198.7194499,2.352470572,5,1.1,176
36.78133842,0.8,Low,36,26-35,202,0.093171547,0.074081994,1490.788154,974,0.768381082,69,Beauty,168.1048344,2.748011737,1,0.9,278
48.0072383,0.8,Medium,90,26-35,211,0.021328896,0.470248496,1483.379684,853,0.799924636,44,Beauty,132.9113095,2.788495477,2,0.9,265
44.59349991,0.8,Low,16,36-45,191,0.065442291,0.305526319,712.8802573,287,0.798930871,53,Beauty,172.176292,1.923729464,2,0.9,134
47.64652298,0.8,Medium,56,26-35,176,0.049366667,0.158235254,931.3684345,371,0.252434936,37,Beauty,184.3005859,2.246605482,3,1,445
58.14039667,0.8,Low,48,60+,187,0.022344762,0.334512884,1574.715773,619,0.314433013,5,Fashion,181.476088,4.272544691,1,1.1,326
55.81573447,1,Low,89,26-35,178,0.059401046,0.073251291,1178.466618,925,0.705973159,29,Beauty,139.2072945,3.946648118,1,1.1,484
46.97753215,1.2,Low,93,46-60,195,0.032312734,0.285772334,887.6813204,766,0.400091575,12,Home,169.5585032,1.672114992,1,0.9,124
42.75362859,1,High,12,36-45,210,0.073678372,0.315248954,773.7842371,749,0.558259264,76,Beauty,109.0463287,2.724309121,5,1,253
47.13804619,0.8,Low,36,18-25,197,0.075411897,0.195804674,984.7147705,694,0.484070949,45,Fashion,125.9452018,3.280681078,5,0.9,296
66.30664353,0.8,Medium,42,18-25,228,0.072030539,0.313017457,1078.331929,847,0.689045108,22,Sports,150.6734628,1.826705836,2,1.1,225
44.77507094,0.8,Medium,95,18-25,170,0.065257207,0.471499883,843.8329685,768,0.528356913,44,Home,51.73175253,0.695334583,1,1,228
60.75357529,1,Medium,43,46-60,198,0.044447957,0.06676073,610.1449892,888,0.174435961,22,Fashion,191.7037359,4.427288577,2,1,142
39.37493267,1,Low,47,26-35,215,0.067200653,0.117981357,1038.409653,391,0.281385801,78,Fashion,147.2106936,1.264065167,3,0.9,384
52.29213278,0.8,Medium,63,26-35,215,0.050998479,0.148611759,1158.458004,268,0.28841773,42,Beauty,182.8438854,3.305450315,3,1,118
46.64280639,1,Medium,74,60+,200,0.055267529,0.188927009,602.3334424,585,0.783828523,35,Fashion,68.21550132,4.299704904,1,1,328
56.77358346,0.8,Medium,25,60+,194,0.050559789,0.424777843,898.9793654,238,0.1955346,53,Electronics,158.400635,3.881124918,2,1.1,203
45.61853751,0.8,High,96,36-45,206,0.037952163,0.101918658,930.0115166,564,0.78061789,77,Sports,54.08494019,4.556517817,5,0.9,179
42.85278746,1,Low,95,46-60,203,0.03528042,0.015676868,1160.631156,563,0.666339855,44,Fashion,146.3113057,2.104933808,3,0.9,375
60.21875475,0.8,Low,25,36-45,204,0.044351752,0.373856932,1480.467913,594,0.700143744,90,Home,142.2512057,3.968508156,2,1,447
66.45282374,0.8,Medium,29,26-35,199,0.021136056,0.079222273,681.1286608,375,0.40265476,66,Fashion,199.4045841,2.770517188,1,1,462
62.2958006,1,High,40,60+,212,0.057064445,0.190178579,783.4934165,966,0.707657937,25,Electronics,107.940397,4.071706816,2,1.1,307
55.69806238,1,High,57,60+,179,0.0659725,0.063966604,874.8082864,720,0.343835527,75,Fashion,89.7421546,2.61047022,1,1.1,83
68.22050552,0.8,Low,61,60+,213,0.020842149,0.197988308,716.3140141,710,0.764010066,48,Sports,156.3733727,3.188960315,3,1,397
57.70984589,1,High,93,46-60,177,0.02432175,0.482703771,586.4142651,524,0.79867037,79,Fashion,35.63295059,3.638215827,4,1.1,464
59.51047771,0.8,High,65,46-60,209,0.079594163,0.156966888,810.2850392,114,0.135376097,71,Home,131.2854399,2.47837618,2,1,407
41.85303355,1,High,98,18-25,185,0.040734954,0.337641166,1327.68726,481,0.11163296,88,Sports,76.90527157,1.545840084,1,1,231
75.58503859,1,Medium,60,26-35,184,0.0197229,0.36076843,1379.012661,653,0.128624969,22,Home,185.8642641,3.547325186,3,1,147
74.63785017,1,Medium,25,18-25,182,0.090404509,0.23895699,499.466831,787,0.452585835,59,Electronics,28.86734574,2.422723987,5,1,394
58.31696462,1.2,Low,38,60+,198,0.011467192,0.13488487,471.4034641,852,0.672690743,63,Sports,41.15135149,1.146771309,4,1,474
53.60432511,1,Low,29,26-35,207,0.074340589,0.065983715,346.1963009,977,0.339186628,87,Home,63.96581731,4.078969806,1,1,163
44.87022316,0.8,Medium,56,46-60,190,0.03886081,0.173268864,656.680844,198,0.190346082,56,Sports,40.21051205,2.923880195,3,1,271
50.76112058,1,Medium,84,60+,189,0.050180927,0.377552205,1022.766843,299,0.251461917,16,Sports,45.88974424,4.214904727,5,0.9,57
53.86793415,1,Medium,33,18-25,185,0.013209312,0.345356829,1009.90291,554,0.710252893,15,Electronics,95.20216409,1.89789887,3,1,259
39.58120345,1,Medium,72,36-45,219,0.035211949,0.383960719,1181.07685,699,0.120058875,81,Beauty,153.3196734,3.809000148,1,1,487
51.5584427,1.2,Medium,43,36-45,210,0.078425282,0.168929335,1592.09486,705,0.747865385,34,Sports,136.0628752,4.370282207,2,1.1,187
51.01404698,1.2,Low,12,60+,205,0.014609712,0.051480427,1178.813526,435,0.131387611,80,Electronics,146.4362852,3.431756095,3,1.1,50
46.24550272,0.8,Medium,96,46-60,220,0.098603833,0.125802297,1362.72059,297,0.41755471,80,Electronics,47.09567143,3.610168436,4,1,66
55.9118037,1,Medium,43,60+,198,0.010001361,0.055562348,1283.053712,357,0.442355201,2,Home,114.4523434,3.300725879,1,1.1,107
57.13995337,0.8,Medium,38,46-60,189,0.055270203,0.463816033,1051.115972,277,0.237232021,75,Electronics,72.31123779,2.859374633,3,0.9,231
49.14291951,0.8,Low,34,26-35,194,0.04585922,0.37417197,976.3485066,245,0.175579577,94,Beauty,71.08847975,2.389520122,5,1.1,125
50.6052832,0.8,Low,88,46-60,197,0.047677792,0.411441668,1217.734189,738,0.761189778,56,Sports,110.0686446,3.67545891,5,1,347
38.12077483,1,Medium,74,60+,192,0.016216184,0.082260783,1102.857374,115,0.355115397,62,Fashion,153.8660268,4.770171548,4,1,460
49.86967245,1,Medium,87,18-25,197,0.056356387,0.418704545,481.6810605,569,0.610004099,41,Sports,171.2786787,3.714015442,1,0.9,462
56.27885665,0.8,High,43,60+,199,0.090647841,0.118375571,697.077094,601,0.405706409,31,Fashion,118.743426,1.96896739,5,1,135
67.24132245,1,Low,82,26-35,207,0.056457563,0.091354855,649.2910881,235,0.301069652,34,Fashion,160.7082087,2.67732964,5,0.9,371
64.03378708,1,Low,46,36-45,207,0.055082555,0.0888717,785.0305121,851,0.247924197,83,Beauty,73.95717934,3.929218219,4,1,465
42.09099113,0.8,Medium,97,26-35,191,0.078090171,0.414108322,1301.501356,964,0.402393487,37,Sports,140.1315626,3.898926752,5,1,157
55.16238445,1.2,Medium,26,18-25,223,0.075272265,0.32913791,541.9290033,774,0.463290722,25,Electronics,33.51405487,2.469280933,5,1,299
53.26979071,1,Medium,22,46-60,228,0.023567233,0.15252998,1481.855984,247,0.48130054,10,Home,192.7096762,4.357840737,3,0.9,424
50.47046399,0.8,Medium,11,36-45,181,0.094370827,0.265852004,1014.141458,602,0.794916275,4,Beauty,48.60735434,4.430138959,4,1,311
29.96023158,1,Medium,88,46-60,179,0.043450176,0.49883159,1193.368245,975,0.466522626,1,Home,107.6688183,3.290552409,1,1,493
47.7642397,0.8,Low,71,26-35,187,0.035821889,0.15487203,1005.319639,141,0.572461356,41,Sports,83.22846617,2.14210457,2,1.1,110
47.45674242,0.8,High,95,46-60,210,0.017599807,0.31645855,545.5690173,841,0.494881939,1,Beauty,167.618657,3.475550495,1,1,103
44.87838614,1.2,Medium,29,46-60,233,0.038804262,0.140468817,1168.879522,320,0.733175119,4,Electronics,62.40000744,1.957689864,4,1.1,261
44.02645498,1.2,Medium,68,36-45,200,0.031702498,0.181942888,1358.126359,415,0.412229296,28,Sports,56.1201899,4.613741946,1,1,479
63.38548446,0.8,Medium,88,18-25,191,0.084115802,0.078357087,1066.952096,581,0.726792423,90,Home,109.5440925,3.104249358,5,0.9,449
30.65974531,1,Medium,53,36-45,222,0.032867875,0.255325201,679.6133046,589,0.147205101,29,Beauty,42.95031476,4.171093348,5,1,498
50.83553015,1,Low,38,18-25,205,0.056680433,0.346679276,1128.823648,939,0.574126265,82,Home,85.3366003,2.030271044,1,1.1,450
44.72644792,1.2,High,84,60+,189,0.078894028,0.396072253,666.5796728,752,0.172669466,69,Fashion,33.19372356,2.979809642,1,1.1,100
40.40223798,1.2,High,33,18-25,199,0.01295895,0.161577353,1089.767949,308,0.171735721,40,Electronics,119.3515316,4.247073118,2,1,342
41.78708368,1.2,Low,98,26-35,204,0.033389002,0.219543287,507.1223932,325,0.155707334,72,Fashion,23.36297148,3.211780541,4,0.9,306
40.138792,1,Low,43,26-35,195,0.018469476,0.064589115,525.8425383,888,0.275965058,58,Beauty,34.63485843,2.81839079,5,1.1,188
28.67084671,1,Medium,33,36-45,199,0.018407476,0.057056856,663.4452784,445,0.612604746,61,Fashion,187.5211203,3.075936976,1,1,76
43.75364181,0.8,Medium,47,18-25,184,0.023236629,0.189063506,1009.04678,751,0.501761492,84,Home,64.26530712,3.860313071,5,1,205
37.93086576,1,Medium,28,26-35,195,0.052660701,0.468034332,718.4846661,935,0.787869082,73,Home,83.86783819,2.173319081,2,1,450
42.8379483,1,Medium,11,46-60,212,0.053185787,0.30307799,1239.413013,561,0.391664962,41,Electronics,128.1565844,1.50354781,4,1.1,241
41.25194114,1.2,Low,14,36-45,180,0.098382561,0.474983065,1049.334725,914,0.7552161,99,Electronics,42.4950395,3.75084566,5,0.9,390
48.26197255,1.2,Medium,66,18-25,191,0.056268024,0.451084204,-11.59203006,779,0.251576259,13,Beauty,22.01990772,3.300255495,2,1.1,72
36.13804004,0.8,Medium,74,18-25,196,0.02928416,0.222863443,1152.075741,952,0.770266668,30,Home,23.14767311,2.502028088,3,1.1,248
45.08102437,1.2,Medium,24,36-45,202,0.073787076,0.177878787,1315.82877,309,0.43373164,48,Beauty,128.283708,4.069355664,5,1,447
36.5426815,1,High,94,46-60,181,0.098538777,0.428032693,884.9336523,443,0.283477983,46,Electronics,169.4060239,4.323216801,3,1.1,494
47.60205814,0.8,Medium,99,18-25,183,0.029629024,0.291421566,701.7449591,864,0.426922454,91,Sports,158.3354764,3.263441218,5,1.1,382
61.76287974,1.2,Medium,74,36-45,186,0.03857434,0.315518581,1087.580759,179,0.297206273,47,Home,21.46927364,1.697984809,2,1,499
44.69796392,1.2,Medium,23,60+,201,0.02361284,0.133422064,854.5616638,178,0.184536811,24,Sports,50.37723878,3.251177377,2,1,154
44.93214882,1.2,Medium,70,60+,188,0.0207583,0.106619874,835.0715834,396,0.76971102,39,Electronics,60.97626695,5.140105079,1,0.9,249
57.54347495,0.8,High,31,26-35,162,0.038310592,0.214025325,1478.029562,519,0.231417096,82,Fashion,124.7484545,3.860658217,1,1.1,233
45.97303616,1,Low,66,46-60,212,0.09681632,0.37086201,865.3828053,447,0.473674009,36,Sports,85.60454114,3.274996603,1,1.1,396
52.40543334,1,Medium,15,18-25,195,0.093630032,0.034294465,1160.658254,956,0.316444798,50,Home,29.84576961,3.701406405,3,1.1,244
40.04790513,1.2,Low,80,26-35,218,0.076370836,0.279731427,1090.035312,969,0.293611335,43,Sports,54.67310884,3.364683505,4,1,170
23.8047211,1,Medium,26,26-35,195,0.082924425,0.153049778,1128.951552,545,0.592978424,23,Fashion,148.5876421,3.612044963,5,0.9,69
41.25871542,0.8,Low,17,60+,223,0.016073334,0.398648806,1470.399824,437,0.164739496,2,Fashion,150.1237749,3.148972692,2,1.1,56
55.73152163,1.2,Low,48,60+,208,0.023563265,0.16612987,1204.333006,458,0.676894148,70,Beauty,48.76446609,2.947861402,1,1,208
53.5971157,1,Medium,10,46-60,190,0.089247572,0.268332227,850.995741,743,0.378674181,15,Sports,78.24213685,2.821093734,3,1.1,470
31.66383336,0.8,Medium,61,18-25,190,0.030351097,0.075950834,1235.898197,509,0.705171919,83,Beauty,158.3466344,4.071473934,1,1.1,172
45.77926559,1.2,Low,15,60+,194,0.034930742,0.252626915,804.6788899,279,0.687055488,91,Beauty,130.2761031,4.038718612,4,0.9,417
61.46574888,1,Medium,20,46-60,167,0.062868337,0.319658637,1014.128098,342,0.595554636,82,Beauty,46.59793557,2.629823467,1,1.1,378
42.91474742,1,Low,76,60+,201,0.033091235,0.380689457,1030.794787,625,0.247531083,90,Home,167.8808302,3.098494907,2,1.1,181
49.10485879,0.8,High,95,18-25,192,0.02905283,0.372587696,1049.487471,562,0.589429101,67,Beauty,149.9185882,4.032919753,3,1.1,349
50.92414638,1,Medium,82,18-25,193,0.096760261,0.218054158,1487.337932,400,0.394888123,29,Electronics,41.40872157,1.583097684,3,1,149
50.13631899,1,High,71,46-60,189,0.090240183,0.118519189,1126.3808,301,0.457392349,2,Home,48.1370281,3.83430455,1,0.9,453
51.97610835,0.8,Medium,16,36-45,203,0.046476675,0.303367401,642.4813776,175,0.137264712,78,Electronics,166.1886265,5.190844865,2,0.9,56
42.86919974,1.2,Medium,78,60+,185,0.061600003,0.168098917,1456.986396,810,0.472432289,64,Electronics,80.24313614,1.970087963,1,1,151
47.49472358,1.2,High,55,46-60,198,0.093298434,0.197983963,388.4327132,610,0.741566324,57,Home,84.4625853,3.044507396,4,0.9,97
56.92002142,1,Medium,63,60+,195,0.078499121,0.040328394,741.0712226,949,0.111302308,84,Home,36.04282796,2.637108167,3,1,387
67.76431539,1.2,Low,33,36-45,190,0.086866743,0.158188244,1326.422472,941,0.141933937,91,Fashion,60.324687,3.893533789,4,1.1,56
55.73648284,1.2,Medium,58,46-60,214,0.051563626,0.105899639,1180.161644,779,0.79842499,13,Electronics,82.97364918,2.057563146,5,0.9,347
59.39120924,1.2,High,90,18-25,234,0.079885012,0.147110247,818.8943615,485,0.501123023,57,Home,143.0508744,2.397221056,2,1,309
58.35050526,1.2,Medium,25,60+,193,0.053308271,0.251139675,1006.819299,111,0.518549598,89,Beauty,184.3503678,2.513509899,5,1,427
53.05111711,0.8,Medium,88,60+,197,0.042853281,0.196371467,1191.208858,475,0.644826086,36,Sports,183.6211452,2.876640529,2,1,466
58.78556544,1,Low,12,36-45,175,0.03750814,0.273218864,745.1719263,469,0.657352839,20,Home,112.2097547,2.121101883,5,1,458
50.83009352,1,Medium,57,18-25,213,0.024210428,0.007774315,1352.514025,920,0.752326177,71,Electronics,80.06023322,3.143832326,2,0.9,250
29.95363872,1.2,High,24,18-25,199,0.070279021,0.04707031,537.3675389,598,0.155119804,66,Sports,107.6959939,3.654400497,5,1,473
53.7069495,0.8,Medium,77,18-25,195,0.037001932,0.303969228,1014.230419,912,0.581254378,68,Sports,27.43811104,3.787671567,2,1,297
44.73460523,1.2,Medium,39,60+,159,0.076026679,0.301236251,1251.93849,850,0.296536303,85,Fashion,182.8962474,2.379980065,1,0.9,443
43.84017484,1,High,91,60+,200,0.041624034,0.283690329,1206.953416,322,0.413956702,99,Electronics,21.51848842,3.024422914,5,0.9,442
49.96814948,1.2,Medium,46,60+,193,0.076943162,0.128636712,602.5609372,841,0.55305588,34,Home,97.00747465,1.079726485,2,0.9,122
38.91306697,0.8,Low,73,60+,208,0.096062674,0.034509571,1705.551305,660,0.192413165,72,Beauty,166.7928163,2.219311255,4,1,199
42.71352908,0.8,High,45,60+,196,0.048889703,0.188669245,905.0779803,605,0.69016325,73,Beauty,137.4843415,3.797522771,2,1.1,286
48.31379315,1,Low,54,46-60,212,0.084515898,0.242069023,1065.433829,255,0.53468537,75,Sports,164.1246965,4.782535836,2,1.1,270
74.75470264,0.8,Low,65,46-60,188,0.036630518,0.472346455,740.8151282,381,0.580326957,14,Electronics,159.3563103,3.041945566,5,1.1,228
59.33279176,1,Low,19,60+,184,0.044593432,0.069143474,821.5660373,247,0.685487829,69,Beauty,47.65172914,2.154470259,3,1,133
48.0731688,1,Medium,56,18-25,203,0.061549207,0.016188927,1256.065604,284,0.284598832,46,Fashion,63.72350728,4.999142584,5,1.1,289
60.4925738,1.2,Medium,18,46-60,184,0.092987068,0.20333416,1176.286976,831,0.785802222,16,Beauty,178.7569606,4.708337502,4,1.1,241
70.43526521,0.8,Medium,24,36-45,209,0.04531827,0.057078391,1223.381785,268,0.197293525,99,Home,160.824311,4.54105741,5,1,366
71.35537416,0.8,High,73,18-25,206,0.072515344,0.439638649,560.0817963,883,0.667567385,47,Fashion,154.2728659,3.091728073,1,1.1,498
47.0456057,1.2,Low,88,26-35,203,0.067057296,0.144677998,782.5173594,148,0.538678281,83,Beauty,36.03920583,4.010650932,1,0.9,232
45.76623643,0.8,High,87,60+,200,0.083062094,0.389902518,878.5832272,941,0.685915189,13,Home,38.91767616,2.41923462,3,1.1,129
40.91618438,0.8,Medium,10,36-45,173,0.014272751,0.343441458,973.7269499,651,0.410989633,83,Sports,68.60428461,2.685049569,4,0.9,461
52.09707397,1,Medium,46,46-60,181,0.065527344,0.336845353,1232.442168,793,0.428897598,43,Beauty,26.85774423,3.350893226,3,1.1,475
54.33261146,1,Low,54,60+,217,0.036456841,0.059226726,732.4233392,222,0.674365246,63,Beauty,89.26561705,3.638343325,1,0.9,113
30.63422426,1.2,Medium,84,46-60,181,0.085480192,0.331553907,1147.872564,416,0.233450651,73,Sports,126.6064569,1.905647948,2,1,265
46.84669039,0.8,Medium,80,26-35,194,0.09051638,0.376596635,958.4619027,527,0.433249849,96,Home,182.4784409,3.225618248,5,0.9,133
58.36164063,1,Medium,72,26-35,233,0.070127954,0.377155598,1058.396526,880,0.560013839,88,Fashion,192.0106665,2.846697675,3,1,334
45.74242068,0.8,Low,46,36-45,202,0.054229594,0.122462447,1153.373813,916,0.268494684,22,Beauty,188.8639003,1.669215848,4,0.9,76
46.05022645,1.2,Low,39,36-45,167,0.045065715,0.384267313,725.3608203,734,0.43587391,94,Sports,41.53906589,4.243007622,3,0.9,358
32.44287235,1,Medium,88,60+,202,0.042438582,0.145022723,927.8164106,655,0.135199497,24,Sports,185.3798849,4.49492706,4,1,488
54.76002193,1,Medium,50,18-25,198,0.041731006,0.021022339,1262.523363,860,0.208907208,51,Sports,184.4616014,3.93847301,3,1.1,60
62.35416237,1.2,Medium,93,60+,196,0.073196716,0.358210112,1268.30729,545,0.530560558,3,Electronics,77.58711065,4.907249281,4,1,222
43.48251028,1.2,Medium,44,18-25,222,0.084839897,0.191399216,1097.431876,975,0.579649218,82,Home,22.50913363,3.165040957,2,1,438
60.10356571,1,Low,58,18-25,210,0.054427339,0.398892746,427.0659155,207,0.175010849,11,Beauty,23.85196804,3.895688958,1,1,412
48.65937827,1.2,Medium,41,18-25,202,0.034556509,0.041255522,709.0588414,145,0.700245211,37,Home,177.5894821,2.789629931,3,1,444
43.30607194,0.8,Low,24,60+,204,0.014728122,0.304982297,624.0094586,536,0.713746278,86,Beauty,100.2830711,1.380559742,4,1.1,307
43.7131362,0.8,Medium,55,26-35,211,0.048518655,0.110397782,241.7080651,584,0.356835324,79,Electronics,102.3508189,1.590877349,3,0.9,451
28.98021555,1,Low,25,46-60,187,0.013797298,0.09913352,819.2124454,749,0.516755099,52,Fashion,24.46428996,3.345260783,3,1.1,251
56.30731818,0.8,Medium,26,26-35,197,0.040426347,0.377164492,176.2395999,180,0.743520391,52,Beauty,83.86732347,3.323862437,2,1,285
51.90926477,1,Low,51,26-35,193,0.048151949,0.204171858,928.0112261,822,0.461427519,78,Home,116.3660388,5.159755075,1,1,228
50.2003428,1,Low,86,36-45,209,0.03342785,0.015431486,1566.270084,407,0.14907591,4,Fashion,188.0091624,2.063974295,1,1,312
55.58879129,1.2,Medium,79,26-35,182,0.018845465,0.238630062,903.5801246,583,0.760845537,77,Fashion,96.33711254,1.877544071,4,1,494
56.41880332,1.2,Medium,66,46-60,199,0.054767561,0.137342617,998.5685041,618,0.301351989,28,Sports,20.51231594,4.120009553,3,1,322
50.26758863,0.8,Medium,14,46-60,188,0.09481219,0.252462413,1279.920894,503,0.374006142,59,Sports,25.73326772,1.095019144,1,1.1,490
51.78568494,1,Medium,77,18-25,181,0.09771402,0.395453553,1009.515169,392,0.214998677,30,Home,133.3833675,4.002983275,3,1,493
69.41502713,1,Low,44,46-60,209,0.065447923,0.444407386,1120.742248,449,0.439677959,16,Sports,95.47021777,3.172189383,2,1,455
40.17907524,1,Low,64,60+,208,0.041637009,0.158208515,500.278992,196,0.336818926,31,Beauty,101.6516903,2.216445161,3,0.9,289
52.22814186,0.8,Medium,69,18-25,192,0.041132096,0.483666234,1006.041156,549,0.69597988,63,Sports,132.6357188,2.466968467,2,1.1,457
57.5681329,1,High,41,18-25,200,0.099306722,0.098980411,901.8281773,217,0.775737084,74,Home,77.46478928,2.532278304,2,1,259
48.63800129,1,High,72,26-35,215,0.033163424,0.130830031,991.8186533,760,0.409041061,19,Fashion,57.6916457,2.886509036,3,1,307
40.57756848,1,Medium,30,26-35,199,0.079066188,0.171420783,901.7414834,666,0.761400862,56,Electronics,41.95083984,3.133863958,5,1,328
52.62798915,1,Low,39,46-60,192,0.082998087,0.386131635,563.8831093,521,0.275230861,2,Electronics,96.68265993,2.689870258,3,1,450
60.75292412,1,High,68,26-35,195,0.049216591,0.389653049,1145.363101,631,0.425528655,68,Fashion,98.87595293,1.782902365,5,1,479
55.50638999,1.2,Medium,39,46-60,193,0.034800306,0.269799328,996.4571696,136,0.488129725,72,Electronics,190.7401575,3.748571473,3,0.9,445
61.72448651,0.8,Medium,55,36-45,158,0.040355108,0.479856694,847.2224616,200,0.646081667,57,Electronics,85.30238106,4.168133747,4,1.1,471
29.77902858,1.2,Medium,26,36-45,164,0.032220758,0.188487417,859.0379628,628,0.474664735,10,Beauty,133.4027349,1.517871486,5,1,424
47.97856656,1,Low,46,36-45,199,0.043757466,0.456127357,703.9822486,287,0.173271626,26,Fashion,72.71551812,2.982869502,5,1.1,59
52.9035736,1.2,High,82,60+,179,0.099157559,0.32556403,396.2149753,359,0.427758796,57,Beauty,65.36445162,2.297786767,5,1,143
30.90968143,0.8,High,93,36-45,217,0.052969262,0.075287889,932.1199577,449,0.369207964,2,Electronics,172.9422135,2.04767365,4,1.1,67
43.52453532,1,High,52,36-45,204,0.078561467,0.373214424,1146.162677,337,0.606779654,3,Electronics,56.92254937,2.704911965,2,1,305
60.42070282,0.8,Medium,12,36-45,199,0.050705487,0.143329552,1085.808636,836,0.618207525,44,Home,21.54125922,3.473115961,1,0.9,164
44.63720448,0.8,Medium,60,26-35,171,0.086566403,0.022667078,991.7932884,719,0.633246203,59,Electronics,151.3107611,3.453140982,5,0.9,318
59.51901827,1,Low,14,46-60,214,0.063956952,0.084438999,783.4370021,563,0.225963152,59,Fashion,82.29816922,2.401195203,3,1,257
48.71209289,1.2,Medium,80,60+,198,0.055306972,0.46352966,572.5097741,696,0.794319849,47,Fashion,79.368923,0.726983258,1,1.1,353
52.56912888,1.2,Medium,75,60+,211,0.053999116,0.400397895,1161.823015,972,0.605041567,21,Fashion,99.0327936,2.59767911,5,1.1,83
43.39874142,1,Medium,53,60+,190,0.030820927,0.344333069,729.2493295,920,0.670017656,42,Beauty,173.1654589,4.01159495,3,0.9,120
56.93364161,0.8,Low,95,36-45,196,0.011286535,0.499160127,1154.504911,125,0.666898759,8,Sports,102.54143,0.743420318,5,1.1,351
52.0325895,0.8,Low,58,18-25,197,0.082111797,0.474973926,1151.270348,393,0.786311254,86,Fashion,31.82208457,3.90970085,2,1,233
43.2519454,1,Medium,23,60+,200,0.089112262,0.422376296,734.6523308,956,0.494319681,99,Fashion,118.6509653,4.766650343,4,1.1,451
40.01655636,1,Low,18,18-25,241,0.094404748,0.470330288,1065.175749,849,0.698283557,72,Fashion,61.80512499,3.527581189,3,0.9,90
61.04677549,0.8,Medium,37,46-60,205,0.063311204,0.183182707,1050.417424,287,0.149429382,87,Electronics,187.5299141,3.082626309,2,1,106
33.69147124,0.8,Medium,30,36-45,201,0.023201896,0.06465597,791.418065,994,0.273111569,64,Beauty,186.8276884,2.205268795,3,1.1,351
34.75301391,1.2,Low,78,36-45,183,0.059399769,0.034699921,1290.009752,860,0.788857863,27,Fashion,64.32634343,1.928887903,4,1.1,168
30.10107211,1,High,96,60+,174,0.060493099,0.085052177,901.8283194,892,0.365698974,55,Home,49.69314807,5.099222604,3,1,56
27.79321679,0.8,Medium,59,26-35,189,0.081886932,0.261897302,1231.743383,126,0.305517445,41,Electronics,80.0226111,3.780093372,2,1,67
50.52369945,1.2,Medium,60,26-35,222,0.039751689,0.401832259,1542.307286,953,0.670607729,9,Electronics,176.7442883,3.91149224,5,1.1,376
23.17141585,1.2,High,64,46-60,196,0.033717853,0.075554613,1553.202221,260,0.674651795,85,Fashion,34.15477217,3.725087352,5,1.1,490
45.53188625,1.2,High,67,60+,207,0.011801585,0.377113726,671.4349605,348,0.352556819,72,Home,47.93000548,0.890950107,2,1.1,62
49.91199761,1.2,Medium,50,18-25,204,0.088499909,0.383560145,672.1828593,598,0.793140081,79,Fashion,171.4421192,2.502975044,4,0.9,97
37.50313852,1.2,Medium,51,36-45,221,0.083473821,0.384238327,898.2986629,571,0.303935457,25,Home,30.24955535,2.426047533,3,0.9,441
48.76974276,1.2,Low,52,60+,211,0.023106721,0.394930419,997.4261272,162,0.604760581,93,Electronics,51.2586518,4.223453152,3,1.1,233
49.21378056,1,Medium,94,26-35,214,0.036950864,0.008688536,650.4570423,190,0.631420006,28,Beauty,139.4830873,2.787800781,3,0.9,227
